,total_items
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=28751-30000,799
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=30001-32500,820
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=32500-35000,514
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=35000-40000,893
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=40000-41250,459
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=41251-42500,559
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=42500-43750,629
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=43751-45000,729
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=45000-48750,905
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=48750-50000,675
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=50000-51250,267
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=51250-51875,41
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=51876-52188,184
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=52188-52227,0
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=52228-52247,1129
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=52266-52344,53
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=52500-54375,634
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=54376-56250,437
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=56250-60000,759
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=60000-65000,574
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=65000-72500,571
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=72500-85000,576
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=85000-95000,343
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=95000-100000,153
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=100000-127500,562
https://api.mercadolibre.com/sites/MLC/search?category=MLC414164&price=127500-*,929
https://api.mercadolibre.com/sites/MLC/search?category=MLC158385,424
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=*-20000,320
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=20000-25000,939
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=25000-27500,616
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=27500-30000,875
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=30000-32500,710
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=32500-35000,956
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=35000-37500,457
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=37501-40000,849
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=40000-42500,763
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=42501-45000,768
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=45000-46875,615
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=46875-48750,667
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=48751-50625,455
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=50625-52500,642
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=52500-55000,414
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=55000-57500,427
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=57500-60000,648
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=60000-65000,704
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=65000-67500,603
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=67500-70000,701
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=70000-72500,772
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=72501-75000,581
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=75000-77500,273
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=77501-78750,321
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=78750-80000,748
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=85000-90000,951
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=80000-82500,517
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=82500-85000,526
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=90000-92500,813
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=92501-95000,561
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=95000-97500,605
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=97501-100000,690
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=106251-112500,907
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=100000-103125,506
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=103125-106250,744
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=112500-115625,867
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=115625-118750,226
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=118751-121875,581
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=121875-125000,476
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=125001-137500,875
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=137500-143750,519
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=143751-150000,566
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=150000-162500,725
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=162501-175000,454
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=175000-187500,398
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=187501-200000,635
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=250000-300000,935
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=200000-225000,725
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=225000-250000,594
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=300000-400000,887
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=400000-450000,573
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=450000-525000,660
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=525000-600000,361
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=600000-650000,316
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=650000-800000,363
https://api.mercadolibre.com/sites/MLC/search?category=MLC161650&price=800000-*,418
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=*-5000,561
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=5000-7000,542
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=7751-8500,560
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=7000-7187,250
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=7188-7281,1
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=7281-7328,3
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=7329-7352,3109
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=7375-7750,24
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=8500-9500,336
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=9500-10000,776
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=10000-10468,252
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=10468-10702,79
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=10703-10820,16
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=10820-10878,7
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=10879-10886,1053
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=10894-10908,10
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=10908-10937,5
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=10938-11406,314
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=11406-11875,837
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=11875-12812,799
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=13048-13281,221
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=12813-12930,117
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=12989-12996,4234
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=13004-13018,0
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=13018-13047,1
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=13281-13750,65
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=13751-14688,883
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=14689-15625,904
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=15625-16093,901
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=16093-16562,241
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=16563-17031,914
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=17031-17500,293
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=17500-18750,290
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=18750-19375,415
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=19376-20000,600
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=20000-21250,410
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=21251-22500,631
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=22500-23750,664
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=23751-24375,638
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=24375-25000,589
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=25000-26250,719
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=26251-27500,443
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=27500-28750,906
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=28751-30000,766
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=30000-31875,402
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=31876-32813,542
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=32813-33750,620
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=35000-37500,946
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=33750-34375,256
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=34375-35000,920
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=37500-38750,412
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=38750-40000,748
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=40000-42500,530
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=42501-45000,885
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=45000-50000,788
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=50000-55000,619
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=55000-75000,946
https://api.mercadolibre.com/sites/MLC/search?category=MLC373438&price=75000-*,626
https://api.mercadolibre.com/sites/MLC/search?category=MLC435325,1
https://api.mercadolibre.com/sites/MLC/search?category=MLC415194,17
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=*-3500,759
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=3500-5500,658
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=5500-10000,920
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=10000-15000,450
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=15000-16250,455
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=16251-16875,432
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=16875-17500,813
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=17813-18125,386
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=17500-17656,161
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=17735-17812,105
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=17656-17675,22
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=17676-17685,1099
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=17695-17734,87
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=18125-18750,933
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=18751-19063,776
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=19064-19375,416
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=19375-19687,476
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=19688-20000,850
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=20000-20625,905
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=20626-20938,800
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=20938-21250,468
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=21876-22500,905
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=21250-21562,348
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=21562-21875,712
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=23126-23750,993
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=22501-22813,633
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=22813-23125,421
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=23750-24375,582
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=24376-25000,980
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=25000-25625,754
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=25626-26250,502
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=26250-26875,590
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=26876-27500,791
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=27501-28125,762
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=28126-28750,358
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=28750-29375,521
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=29376-30000,532
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=30000-31250,801
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=31251-32500,678
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=32500-33750,635
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=33751-35000,549
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=37501-40000,953
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=35000-36250,559
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=36250-37500,725
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=40000-42500,804
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=42501-45000,775
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=45000-47500,589
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=47501-50000,445
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=50000-55000,668
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=55000-60000,610
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=60000-67500,585
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=67500-80000,624
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=80000-120000,934
https://api.mercadolibre.com/sites/MLC/search?category=MLC174315&price=120000-*,910
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=*-15000,858
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=15000-17500,521
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=17500-18750,651
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=18751-20000,751
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=20000-21250,775
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=21251-22500,815
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=22500-23750,733
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=23751-25000,887
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=25000-26250,736
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=26251-27500,695
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=27500-28750,392
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=28751-30000,836
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=31251-32500,410
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=30000-30625,158
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=30625-31250,865
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=32500-33125,526
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=33125-33750,655
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=33751-34375,475
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=34375-35000,527
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=35000-36250,726
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=36250-37500,374
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=37501-38750,568
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=38750-39375,700
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=39376-40000,465
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=40000-42500,743
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=42501-45000,864
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=45000-47500,937
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=47500-50000,742
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=50000-52500,696
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=52500-53750,529
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=53751-55000,639
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=55000-56250,466
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=56251-57500,566
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=57500-58750,896
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=58751-59375,306
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=59375-60000,899
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=60000-60625,180
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=60626-60938,42
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=61095-61250,66
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=60938-60977,0
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=60978-60997,1521
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=61016-61094,1
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=61250-62500,448
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=62501-63750,298
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=63750-65000,759
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=65000-67500,912
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=67501-68750,729
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=68750-70000,286
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=70000-75000,928
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=75000-80000,811
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=80000-85000,902
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=85000-90000,819
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=90000-95000,712
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=95000-100000,658
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=125001-150000,639
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=100000-106250,573
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=106251-112500,445
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=112500-125000,676
https://api.mercadolibre.com/sites/MLC/search?category=MLC12268&price=150000-*,447
https://api.mercadolibre.com/sites/MLC/search?category=MLC431480,1
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=*-3000,699
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=3000-4500,633
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=4500-7500,862
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=7500-9500,352
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=9500-10000,145
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=10000-15000,826
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=15000-15937,389
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=15938-16875,839
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=16875-17109,301
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=17110-17343,746
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=17343-17812,882
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=17813-18047,528
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=18048-18281,972
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=18281-18515,567
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=18516-18750,661
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=18751-18985,592
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=18986-19219,759
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=19219-19453,739
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=19454-19688,480
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=19689-19923,400
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=19924-20157,744
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=20157-20625,691
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=21563-22500,935
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=20625-21093,854
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=21093-21562,480
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=22500-23125,537
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=23126-23750,503
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=23750-24375,490
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=24376-25000,579
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=25000-26250,805
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=26251-27500,846
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=27500-28750,553
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=28751-30000,624
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=30000-31250,580
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=31251-32500,473
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=32500-35000,957
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=35000-37500,853
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=37501-40000,864
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=40000-42500,652
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=42501-45000,825
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=45000-47500,609
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=47500-48750,212
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=48751-49375,198
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=49688-50000,138
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=49375-49453,8
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=49454-49492,3
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=49492-49501,1438
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=49512-49531,1
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=49531-49687,14
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=50001-52500,505
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=52500-55000,592
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=55000-60000,582
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=60000-65000,432
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=65000-70000,377
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=70000-80000,567
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=80000-97500,568
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=97500-100000,68
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=100000-150000,608
https://api.mercadolibre.com/sites/MLC/search?category=MLC180927&price=150000-*,439
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=*-5000,796
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=5000-5375,653
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=5376-5750,448
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=5750-6500,796
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=6500-7000,326
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=7000-7250,742
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=7250-7500,244
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=7500-8000,193
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=8000-8000,593
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=8000-8500,653
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=8500-9000,555
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=9000-9500,642
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=9500-10000,819
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=10000-10625,578
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=10625-10937,684
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=10938-11250,503
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=11251-11875,142
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=12188-12500,32
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=11875-11953,222
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=11954-11992,140
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=11992-12031,994
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=12031-12187,32
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=12500-12812,16
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=12813-12969,395
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=12969-13125,931
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=13125-13750,19
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=14064-14375,173
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=13751-13907,123
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=13907-13985,1
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=13986-14024,872
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=14024-14063,179
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=14375-15000,827
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=15000-15625,714
https://api.mercadolibre.com/sites/MLC/search?category=MLC161649&price=15626-15938,222
